Site LOC ID,Name,Description,Municipality,County,DEC Region,Basin,Latitude,Longitude,HUC 8,Last Year Sampled,Georeference
03-HOCR-0.1,Horse Creek,E Main st. bridge. Downstream of salt pile.,Lyme,Jefferson,6,3,44.065941,-76.12841,4150102,2020,POINT (-76.12841 44.065941)
06-CHAR-27.9,Charlotte Creek,cr 16. charlotteville rd.,Summit,Schoharie,4,6,42.568266,-74.62588,2050101,2004,POINT (-74.62588 42.568266)
04-RECK-0.4,Red Creek,east river rd. at genesee valley park.,Rochester,Monroe,8,4,43.11391,-77.64268,4130003,2004,POINT (-77.64268 43.11391)
08-CLBK-0.1,Cold Brook,10 m below edmonds rd.,Boonville,Oneida,6,8,43.493,-75.27255,4150101,2007,POINT (-75.27255 43.493)
13-LQCHY-0.0,Queechy Lake,Access type is public hand carry down. http://www.dec.ny.gov/qchylkmap.pdf.,Canaan,Columbia,4,13,42.4072,-73.414703,2020006,2016,POINT (-73.414703 42.4072)
14-WDEL-79.3,West Branch Delaware River,10 m below school st bridge.,Stamford,Delaware,4,14,42.40917,-74.62111,2040101,2004,POINT (-74.62111 42.40917)
13-NORM-33.6,Normans Kill,off dump rd.,Duanesburg,Schenectady,4,13,42.77301,-74.12193,2020006,2009,POINT (-74.12193 42.77301)
08-COOL_T3-0.4,Unnamed Tributary To Cold Brook,at holmes rd. bridge.,Lyonsdale,Lewis,6,8,43.58093,-75.308849,4150101,2012,POINT (-75.308849 43.58093)
14-MRSH-0.2,Marsh Creek,rte 41 bridge; 30 yds upstream.,Sanford,Broome,7,14,42.0584,-75.4958,2040101,2004,POINT (-75.4958 42.0584)
09-LSAL-20.7,Little Salmon River,cr 8 at culvert.,Bangor,Franklin,5,9,44.86566,-74.49298,4150307,2009,POINT (-74.49298 44.86566)
01-LBUF-0.1,Little Buffalo Creek,100 m above bowen rd. bridge.,Lancaster,Erie,9,1,42.88914,-78.64223,4120103,2011,POINT (-78.64223 42.88914)
01-TWEN-4.0,Twentymile Creek,540 m south off carris rd.,Ripley,Chautauqua,9,1,42.2295,-79.758102,4120101,2015,POINT (-79.758102 42.2295)
08-BLAC-7.6,Black Creek,300 meters downstream of new rd.,New Bremen,Lewis,6,8,43.850565,-75.313486,4150101,2012,POINT (-75.313486 43.850565)
13-ROKY-1.0,Rocky Brook,watson rd. bridge.,Berlin,Rensselaer,4,13,42.62411,-73.378,2020006,2010,POINT (-73.378 42.62411)
12-FULM-3.8,Fulmer Creek,off sr 168. down dirt rd.,German Flatts,Herkimer,6,12,42.97675,-74.97433,2020004,2010,POINT (-74.97433 42.97675)
14-FSED-0.1,Fish Creek,20 m above bodoit rd.,Hancock,Delaware,4,14,41.96472,-75.17889,2040102,2019,POINT (-75.17889 41.96472)
08-WHET-4.9,Whetstone Creek,on rt 26,Martinsburg,Lewis,6,8,43.703463,-75.46036,4150101,2022,POINT (-75.46036 43.703463)
01-LTON-14.7,Little Tonawanda Creek,upstream of fox rd.,Middlebury,Wyoming,9,1,42.8155,-78.1677,4120104,2015,POINT (-78.1677 42.8155)
03-LSAM-11.2,Little Salmon River,Off rt 69 0.2 miles,Mexico,Oswego,7,3,43.427349,-76.187218,4140102,2020,POINT (-76.187218 43.427349)
06-CSPR-0.8,Cold Spring Brook,cr 14 bridge.,Smyrna,Chenango,7,6,42.69876,-75.55517,2050102,2008,POINT (-75.55517 42.69876)
05-CDEA-8.6,Canacadea Creek,100 m below satterlee hill rd. bridge.,Almond,Allegany,9,5,42.28976,-77.74727,2050104,1998,POINT (-77.74727 42.28976)
10-BRNC-0.4,The Branch,9 bridge.,Elizabethtown,Essex,5,10,44.21667,-73.59025,4150408,2018,POINT (-73.59025 44.21667)
06-TOGH-30.8,Tioughnioga River,off loop rd.,Cortlandville,Cortland,7,6,42.58111,-76.13389,2050102,1992,POINT (-76.13389 42.58111)
14-WDEL-14.6,West Branch Delaware River,above rr bridge; 0.3km above deposit stp.,Deposit,Delaware,4,14,42.06253,-75.41569,2040101,2014,POINT (-75.41569 42.06253)
05-NEWT-12.6,Newtown Creek,30 m below church rd. bridge.,Horseheads,Chemung,8,5,42.17222,-76.73333,2050105,2002,POINT (-76.73333 42.17222)
02-ISCH-19.0,Ischua Creek,30 m below reynolds rd. bridge.,Machias,Cattaraugus,9,2,42.38195,-78.46487,5010001,1998,POINT (-78.46487 42.38195)
13-GUNK-37.7,Shawangunk Kill,at rte 24 bridge.,Mount Hope,Orange,3,13,41.441342,-74.529772,2020007,2018,POINT (-74.529772 41.441342)
03-SAMC-5.8,Salmon Creek,5 m below rte 259 bridge.,Parma,Monroe,8,3,43.28632,-77.79139,4130001,2015,POINT (-77.79139 43.28632)
10-ADKS11_2004-2.5,Unnamed Tributary To Frenchs Brook,above pump house on whiteface.,Wilmington,Essex,5,10,44.38991,-73.8975,4150406,2011,POINT (-73.8975 44.38991)
13-PETK-8.6,Peters Kill,uphill from xfbk-02. on jenny lane hiking trail.,Wawarsing,Ulster,3,13,41.71595,-74.27829,2020007,2008,POINT (-74.27829 41.71595)
07-SAWM-0.6,Sawmill Creek,15 m above rte. 370 bridge (culvert).,Salina,Onondaga,7,7,43.11833,-76.22694,4140201,2021,POINT (-76.22694 43.11833)
11-ADKS11_46-1.6,Unnamed Tributary To Minerva Stream,healy rd.,Minerva,Essex,5,11,43.79996,-73.96865,2020001,2011,POINT (-73.96865 43.79996)
09-DECR-6.0,Dead Creek,conifer rd.,Piercefield,St. Lawrence,6,9,44.21639,-74.61916,4150305,2009,POINT (-74.61916 44.21639)
14-CHSB-1.0,Chase Brook,chase brook rd.,Tompkins,Delaware,4,14,42.09418,-75.17786,2040101,2014,POINT (-75.17786 42.09418)
08-SUGR-1.0,Sugar River,30 m above rt. 12 bridge.,Leyden,Lewis,6,8,43.52528,-75.32528,4150101,1996,POINT (-75.32528 43.52528)
11-BATT-28.6,Batten Kill,100 m above rt. 313 parking area.,Salem,Washington,5,11,43.10338,-73.272078,2020003,2021,POINT (-73.272078 43.10338)
13-CRUM-0.8,Crum Elbow Creek,immediately east of rt. 9; edge of pond.,Hyde Park,Dutchess,3,13,41.79556,-73.93889,2020008,1995,POINT (-73.93889 41.79556)
04-OATK-1.5,Oatka Creek,100 m below rt. 251 bridge.,Wheatland,Monroe,8,4,43.01923,-77.74744,4130003,2019,POINT (-77.74744 43.01923)
01-ELLI-28.4,Ellicott Creek,50 m above walden ave bridge.,Alden,Erie,9,1,42.93487,-78.55231,4120104,2010,POINT (-78.55231 42.93487)
13-DOVE-1.0,Doove Kill,10 m above cr 19 bridge.,Livingston,Columbia,4,13,42.08472,-73.79666,2020006,2002,POINT (-73.79666 42.08472)
12-SCER-1.8,Schermerhorn Creek,just downstream of edison ave. bridge.,Schenectady,Schenectady,4,12,42.80833,-73.94749,2020004,2006,POINT (-73.94749 42.80833)
14-UNVR_E-10.1,East Branch Upper Neversink River,1.4 mi from parking lot at tison's on jeep trail at campsite upstream from leanto.,Denning,Ulster,3,14,41.97417,-74.42805,2040104,2003,POINT (-74.42805 41.97417)
07-KNDA-1.4,Kendaia Creek,at route 96a bridge.,Romulus,Seneca,8,7,42.743419,-76.89537,4140201,2018,POINT (-76.89537 42.743419)
02-KIAT-1.7,Kiantone Creek,30 m below kiantone rd.,Kiantone,Chautauqua,9,2,42.00819,-79.17871,5010002,2001,POINT (-79.17871 42.00819)
10-GCHZ_N-0.5,North Branch Great Chazy River,100 m above rt. 11 bridge.,Mooers,Clinton,5,10,44.95702,-73.6433,4150408,2009,POINT (-73.6433 44.95702)
05-COHO-8.9,Cohocton River,50 m downstream of route 333.,Campbell,Steuben,8,5,42.230494,-77.19787,2050105,2017,POINT (-77.19787 42.230494)
11-XIR-0.1,Indian River,at mouth near indian lake.,Minerva,Essex,5,11,43.8225,-74.19444,2020001,2006,POINT (-74.19444 43.8225)
12-STER-0.2,Sterling Creek,between rt 5 and 90 at disturbed.,Schuyler,Herkimer,6,12,43.077,-75.11099,2020004,2009,POINT (-75.11099 43.077)
06-FIVS-2.2,Five Streams,skillman-hoffman rd. . above bridge.,German,Chenango,7,6,42.457877,-75.79649,2050102,2018,POINT (-75.79649 42.457877)
06-OTGO-2.3,Otego Creek,at gaging station off cr 9.,Oneonta,Otsego,4,6,42.45083,-75.11472,2050101,2003,POINT (-75.11472 42.45083)
09-GTCH-0.8,Oswegatchie River,below rt. 37 bridge.,Ogdensburg,St. Lawrence,6,9,44.6925,-75.49193,4150302,2019,POINT (-75.49193 44.6925)
05-STEO-37.6,Canisteo River,former asbaugh hill rd. bridge.,Hornellsville,Steuben,8,5,42.29946,-77.65046,2050104,2007,POINT (-77.65046 42.29946)
13-WALK-26.9,Wallkill River,downstream of tin brook. sr 208.,Montgomery,Orange,3,13,41.5763,-74.19071,2020007,2018,POINT (-74.19071 41.5763)
04-PHIP-0.1,Phillips Creek,50 m upstream of greenwich st. bridge.,Amity,Allegany,9,4,42.22676,-78.03119,4130002,2010,POINT (-78.03119 42.22676)
14-WOFH-1.2,Wolf Hollow,wolf hollow rd.,Andes,Delaware,4,14,42.15028,-74.81598,2040102,2011,POINT (-74.81598 42.15028)
13-WYNT-12.7,Wynants Kill,burden lake rd. bridge.,Sand Lake,Rensselaer,4,13,42.627427,-73.5613,2020006,2012,POINT (-73.5613 42.627427)
09-BULC-0.4,Bullock Creek,450 m nw off cr 24; sandy.,Russell,St. Lawrence,6,9,44.380737,-75.18925,4150304,2014,POINT (-75.18925 44.380737)
04-WOLF-2.1,Wolf Creek,off bennion rd. no access: tresspass signs everywhere.,Castile,Wyoming,9,4,42.625712,-78.036597,4130002,2014,POINT (-78.036597 42.625712)
03-GRND-1.8,Grindstone Creek,rte 3 bridge; 30 m above.,Richland,Oswego,7,3,43.54278,-76.19222,4140102,2008,POINT (-76.19222 43.54278)
13-KISC-2.9,Kisco River,5 m below rt. 133 bridge.,Mount Kisco,Westchester,3,13,41.2087,-73.7404,2030101,2001,POINT (-73.7404 41.2087)
03-SNDY_E-6.9,East Branch Sandy Creek,"town park
















































































30 m below wwtp outfall
















































































10 m above canal culvert.",Murray,Orleans,8,3,43.22556,-78.01917,4130001,2006,POINT (-78.01917 43.22556)
10-THAF-2.6,Unnamed Tributary To Hadlock Pond,sr 149. north of bridge.,Fort Ann,Washington,5,10,43.405575,-73.57749,4150401,2013,POINT (-73.57749 43.405575)
05-DRYW-1.4,Dry Brook,access at dry brook rd crossing,Chemung,Chemung,8,5,42.022302,-76.588967,2050105,2022,POINT (-76.588967 42.022302)
04-KESH-14.6,Keshequa Creek,creek rd. bridge.,Nunda,Livingston,8,4,42.57998,-77.93397,4130002,1999,POINT (-77.93397 42.57998)
12-LECAR-0.0,East Caroga Lake,n/a,Caroga,Fulton,5,12,43.12884,-74.48139,2020004,2010,POINT (-74.48139 43.12884)
01-NIAG-25.5,Niagara River,tonawanda channel. south.,Tonawanda,Erie,9,1,43.02197,-78.88478,4120104,1982,POINT (-78.88478 43.02197)
08-BLCK_T132-2.0,Unnamed Tributary To Black River,300 m upstream of south lake rd.,Ohio,Herkimer,6,8,43.51919,-74.914078,4150101,2022,POINT (-74.914078 43.51919)
14-HANK-2.0,Hankins Creek,84 at gas pipe line crossing just upstream of simmons spur rd.,Fremont,Sullivan,3,14,41.83424,-75.08147,2040101,2009,POINT (-75.08147 41.83424)
09-GRAS-10.1,Grass River,rt. 37 bridge.,Louisville,St. Lawrence,6,9,44.92222,-74.9261,4150304,1992,POINT (-74.9261 44.92222)
06-DILA-54.7,Unadilla River,10 m below rte 51 bridge (at hazardous waste site).,Winfield,Herkimer,6,6,42.8821,-75.19292,2050101,2009,POINT (-75.19292 42.8821)
02-SOMM-3.2,Sommerville Valley Creek,walk 200 meters east off dooley rd. when you come to coordinates 42.288 / -78.608.,Ellicottville,Cattaraugus,9,2,42.288,-78.60599,5010001,2011,POINT (-78.60599 42.288)
04-BLCE-5.2,Black Creek,75 m upstream of cr 16 (dalton rd) bridge.,Birdsall,Allegany,9,4,42.36841,-77.92116,4130002,2019,POINT (-77.92116 42.36841)
10-JONS-0.8,Johns Brook,50 m above johns brook rd.,Keene,Essex,5,10,44.18977,-73.79871,4150404,2018,POINT (-73.79871 44.18977)
10-SABL-13.1,Ausable River,otter slide.,Ausable,Clinton,5,10,44.48221,-73.55639,4150404,2008,POINT (-73.55639 44.48221)
13-ONES-7.3,Onesquethaw Creek,150 m above rt. 32 bridge.,New Scotland,Albany,4,13,42.56278,-73.93056,2020006,1998,POINT (-73.93056 42.56278)
08-MOOS-4.9,Moose River,20 m above fowlerville rd. bridge.,Lyonsdale,Lewis,6,8,43.62361,-75.27388,4150101,2022,POINT (-75.27388 43.62361)
14-NEVR-26.2,Lower Neversink River,100 m above cr 173 bridge.,Thompson,Sullivan,3,14,41.63445,-74.61916,2040104,2019,POINT (-74.61916 41.63445)
12-PELA-2.2,Unanamed Tributary To Peck Lake,at bridge on hohler rd.,Bleecker,Fulton,5,12,43.1257,-74.4435,2020004,2012,POINT (-74.4435 43.1257)
17-ABET-1.0,Abets Creek,upstream of culvert on south country rd.,Brookhaven,Suffolk,1,17,40.761745,-72.976233,2030202,2013,POINT (-72.976233 40.761745)
06-TOGH-12.2,Tioughnioga River,100 m below rt. 79 bridge.,Lisle,Broome,7,6,42.34889,-75.99943,2050102,1997,POINT (-75.99943 42.34889)
02-CASS-33.3,Cassadaga Creek,10 m below luce rd. bridge.,Stockton,Chautauqua,9,2,42.31195,-79.29892,5010002,2021,POINT (-79.29892 42.31195)
14-MITC-0.4,Mitchell Pond Brook,116 lake hunington rd. 30 m above private drive bridge.,Cochecton,Sullivan,3,14,41.68457,-75.04571,2040101,2009,POINT (-75.04571 41.68457)
11-HOOS-20.8,Hoosic River,100 m above rt. 67 bridge.,Hoosick,Rensselaer,4,11,42.95139,-73.39111,2020003,2021,POINT (-73.39111 42.95139)
12-BRIM-0.5,Brimstone Creek,west ames rd. bridge.,Canajoharie,Montgomery,4,12,42.83972,-74.61,2020004,2020,POINT (-74.61 42.83972)
12-YVIL-0.4,Yatesville Creek,150 m above currytown (co. rte 105) bridge.,Root,Montgomery,4,12,42.90583,-74.45472,2020004,2000,POINT (-74.45472 42.90583)
13-USOP-1.3,Upper Esopus Creek,10 m above rt. 28a bridge.,Olive,Ulster,3,13,42.00389,-74.26823,2020006,2022,POINT (-74.26823 42.00389)
10-BOQT-10.8,Boquet River,upstream of whallons bay rd.,Essex,Essex,5,10,44.264529,-73.4012,4150408,2018,POINT (-73.4012 44.264529)
12-CANW-4.0,West Canada Creek,50 m above west end rd. bridge.,Herkimer,Herkimer,6,12,43.07111,-74.989722,2020004,2021,POINT (-74.989722 43.07111)
06-LABS-1.2,Labrador Creek,5 m above labrador st. bridge.,Truxton,Cortland,7,6,42.71333,-76.02583,2050102,2003,POINT (-76.02583 42.71333)
01-CLEA-0.1,Clear Creek,rte 39.,Arcade,Wyoming,9,1,42.53417,-78.42139,4120102,2020,POINT (-78.42139 42.53417)
03-WMLLO-4.6,Mill Creek,at berg rd.,Ontario,Wayne,8,3,43.2413,-77.339455,4140101,2015,POINT (-77.339455 43.2413)
08-KLSY_T1-0.2,Oily Creek-tributary To Kelsey Creek,leray ave. access via trailer park.,Watertown,Jefferson,6,8,43.99083,-75.90971,4150101,2008,POINT (-75.90971 43.99083)
04-VANM-1.3,Vandermark Creek,20 m upstream of cr 10 bridge.,Scio,Allegany,9,4,42.16775,-77.95762,4130002,2010,POINT (-77.95762 42.16775)
04-BRON-4.7,Browns Creek,350 m upstream of limerick rd.,York,Livingston,8,4,42.875885,-77.910178,4130003,2014,POINT (-77.910178 42.875885)
09-SAL9-16.6,Salmon River,200 m upstream of cargin rd.,Constable,Franklin,5,9,44.89876,-74.32012,4150307,2014,POINT (-74.32012 44.89876)
13-LKIND-0.0,Kinderhook Lake,n/a,Kinderhook,Columbia,4,13,42.44748,-73.66334,2020006,2018,POINT (-73.66334 42.44748)
04-GENS-4.2,Genesee River,Below Genesee Riverway walking trail bridge crossing.,Rochester,Monroe,8,4,43.198389,-77.620746,4130003,2021,POINT (-77.620746 43.198389)
01-TONA-56.8,Tonawanda Creek,150 m below creek rd. bridge.,Pembroke,Genesee,8,1,43.00514,-78.3251,4120104,1988,POINT (-78.3251 43.00514)
13-SWAK-1.7,Swarte Kill,n/a,Esopus,Ulster,3,13,41.832418,-74.03169,2020007,2019,POINT (-74.03169 41.832418)
07-BSWP-0.1,Bear Swamp Creek,appletree fire lane.,Niles,Cayuga,7,7,42.82246,-76.32969,4140201,2019,POINT (-76.32969 42.82246)
10-SARA-21.8,Saranac River,20 m below hardscrabble rd. bridge.,Saranac,Clinton,5,10,44.64778,-73.74693,4150406,2008,POINT (-73.74693 44.64778)
02-CLER_T8-2.2,Unnamed Tributary To Clear Creek,rte 617. edson rd. bridge.,Gerry,Chautauqua,9,2,42.26077,-79.199808,5010002,2016,POINT (-79.199808 42.26077)
05-COHO-35.5,Cohocton River,1 m below jones rd. bridge.,Cohocton,Steuben,8,5,42.48198,-77.48418,2050105,1988,POINT (-77.48418 42.48198)
13-MUDK-1.1,Mud Creek,cr 18. just upstream of bridge.,Claverack,Columbia,4,13,42.25247,-73.73675,2020006,2007,POINT (-73.73675 42.25247)
13-SKIL-4.7,Saw Kill,500 meters downstream of kingston reservoir 1.,Woodstock,Ulster,3,13,42.00888,-74.0647,2020006,2012,POINT (-74.0647 42.00888)
04-UGNS-126.1,Genesee River; Upper,belmont below stp discharge.,Amity,Allegany,9,4,42.23175,-78.0434,4130002,2009,POINT (-78.0434 42.23175)
08-ICEE-0.2,Ice Cave Creek,"north lake rd. ext at wooden bridge 
















































































supposed to sample north branch black river. but sampled stream 1/4 mile north of there; ice cave creek.",Ohio,Herkimer,6,8,43.55986,-74.90392,4150101,2022,POINT (-74.90392 43.55986)
13-WBCR_T9-0.2,Unnamed Tributary To West Branch Croton River-richardsville Trib,5 m below richardsville rd.,Putnam Valley,Putnam,3,13,41.45972,-73.79304,2030101,2000,POINT (-73.79304 41.45972)
11-ADKS11_120-0.9,Unnamed Tributary To Sacandaga River,0.75 miles south off sr 30.,Wells,Hamilton,5,11,43.5014,-74.3108,2020002,2011,POINT (-74.3108 43.5014)
08-ADKS_29-0.9,Limekiln Lake Trib,off moose river rd.,Inlet,Hamilton,5,8,43.70333,-74.77834,4150101,2014,POINT (-74.77834 43.70333)
05-TRCY-0.3,Tracy Creek,30 m above cr 80 bridge.,Rathbone,Steuben,8,5,42.13804,-77.32453,2050104,2007,POINT (-77.32453 42.13804)
12-NCHU-0.4,North Chuctanunda Creek,80 m below rte. 5 bridge.,Amsterdam,Montgomery,4,12,42.93972,-74.18999,2020004,1996,POINT (-74.18999 42.93972)
11-ADKS11_176-0.9,Unnamed Tributary To East Stony Creek,creek rd.,Hope,Hamilton,5,11,43.30468,-74.20325,2020002,2011,POINT (-74.20325 43.30468)
03-DERK-2.6,Deer Creek,at route 3 bridge.,Richland,Oswego,7,3,43.590274,-76.171418,4140102,2012,POINT (-76.171418 43.590274)
06-BTNT_T6_1-1.0,Unnamed Tributary To Butternut Creek,50 m northeast off lilley hill rd.,Butternuts,Otsego,4,6,42.455927,-75.31342,2050101,2018,POINT (-75.31342 42.455927)
01-MURD-1.0,Murder Creek,tonawanda creek rd.,Newstead,Erie,9,1,43.080274,-78.518947,4120104,2015,POINT (-78.518947 43.080274)
07-ONEI-11.0,Oneida Creek,10 m below sconondoa st. bridge.,Oneida,Madison,7,7,43.09778,-75.64055,4140202,1986,POINT (-75.64055 43.09778)
14-SHEL_T4-0.6,Unnamed Tributary To Sheldrake Stream,at westwood drive.,Fallsburg,Sullivan,3,14,41.71941,-74.64286,2040104,2009,POINT (-74.64286 41.71941)
10-PUTM-4.5,Putnam Creek,off creek rd.,Crown Point,Essex,5,10,43.94124,-73.473716,4150408,2018,POINT (-73.473716 43.94124)
04-LANDR-0.0,Andover Pond,Access type is Public. Public park no boat launch.,Andover,Allegany,9,4,42.1656,-77.793602,4130002,2016,POINT (-77.793602 42.1656)
10-LCHAM-0.0,Lake Champlain,ny nla lake site to test ibi. located in south bay of lake. near whitehall. ny.,Whitehall,Washington,5,10,43.558192,-73.439607,4150408,2007,POINT (-73.439607 43.558192)
12-LRUE-0.1,La Rue Creek,550 ft north off van vorst rd.,Glenville,Schenectady,4,12,42.906101,-73.9196,2020004,2015,POINT (-73.9196 42.906101)
06-TROS-0.5,Trout Brook,rt 41. through farmer's alphalpha feild.,Cortlandville,Cortland,7,6,42.5983,-76.0789,2050102,2008,POINT (-76.0789 42.5983)
11-WSTN_N-4.6,North Branch West Stony Creek,cramer rd. bridge.,Benson,Hamilton,5,11,43.252,-74.329,2020002,2021,POINT (-74.329 43.252)
02-SLAB_Ta-2.1,Slab City Creek Trib,At route 2 road crossing.,Dayton,Cattaraugus,9,2,42.423471,-79.035849,5010002,2021,POINT (-79.035849 42.423471)
07-FLNT-38.5,Flint Creek,20 m below basset rd. bridge.,Italy,Yates,8,7,42.60124,-77.32375,4140201,2002,POINT (-77.32375 42.60124)
17-MAMR-6.7,Mamaroneck River,below corporate park dr. bridge. btw eandw westchest.,White Plains,Westchester,3,17,41.0183,-73.7266,2030102,2018,POINT (-73.7266 41.0183)
13-SHEN-0.1,Shenendoah Brook,rte 376; 60 m above confluence w/fishkill creek.,East Fishkill,Dutchess,3,13,41.5704,-73.8067,2020008,2022,POINT (-73.8067 41.5704)
09-MCAR-0.5,Mccarn Creek,rte. 12 bridge.,Clayton,Jefferson,6,9,44.22445,-76.07472,4150309,2004,POINT (-76.07472 44.22445)
01-FISN-2.4,Fish Creek,350 m west of upper mountain rd.,Lewiston,Niagara,9,1,43.15813,-78.9798,4120104,2020,POINT (-78.9798 43.15813)
06-SLEB-0.9,South Lebanon Brook,cr 22.,Smyrna,Chenango,7,6,42.7332,-75.5839,2050102,2008,POINT (-75.5839 42.7332)
01-MURD-12.4,Murder Creek,lake rd. bridge. north of i-90 overpass.,Pembroke,Genesee,8,1,42.99378,-78.43546,4120104,2015,POINT (-78.43546 42.99378)
04-BEBE-1.5,Bebee Creek,50 m below cr 37 bridge.,West Bloomfield,Ontario,8,4,42.86033,-77.53836,4130003,2019,POINT (-77.53836 42.86033)
14-MONG_E-5.1,East Mongaup River,north of krum rd.,Fallsburg,Sullivan,3,14,41.742988,-74.69375,2040104,2014,POINT (-74.69375 41.742988)
13-HIGH-0.3,Highland Brook,10 m below main st. bridge.,Highlands,Orange,3,13,41.36945,-73.96555,2020008,2002,POINT (-73.96555 41.36945)
09-BCKB-0.6,Buck Brook,white rd. hike to creek from rd. over barbed wire fence. cows.,Clare,St. Lawrence,6,9,44.43864,-75.04945,4150304,2009,POINT (-75.04945 44.43864)
05-HOFF-4.0,Hoffman Brook,Off west hill rd,Big Flats,Chemung,8,5,42.114656,-76.869606,2050105,2022,POINT (-76.869606 42.114656)
13-VLOM-14.7,Vloman Kill,60 m off bluebird way.,New Scotland,Albany,4,13,42.612528,-73.897138,2020006,2014,POINT (-73.897138 42.612528)
14-EDEL-28.0,East Branch Delaware River,corbett bridge rd.,Colchester,Delaware,4,14,42.04667,-75.02721,2040102,2009,POINT (-75.02721 42.04667)
13-BVRD-2.8,Stone Hill River,cantitoe rd.; 100 m above bridge.,Bedford,Westchester,3,13,41.22722,-73.65667,2030101,2001,POINT (-73.65667 41.22722)
12-BATV-14.8,Batavia Kill,Off rt 23,Ashland,Greene,4,12,42.295294,-74.349868,2020005,2020,POINT (-74.349868 42.295294)
09-VREN-1.1,Van Rensselaer Creek,10 m below rte. 91 bridge.,Pierrepont,St. Lawrence,6,9,44.50056,-75.05166,4150304,2015,POINT (-75.05166 44.50056)
02-WANG-20.9,Conewango Creek,50 m below rt. 62 bridge.,Poland,Chautauqua,9,2,42.15544,-79.10223,5010002,2021,POINT (-79.10223 42.15544)
06-PUMP-0.3,Pumpelly Creek,30 m above rte 434 bridge. just past montrose rd.,Owego,Tioga,7,6,42.09139,-76.26805,2050103,2003,POINT (-76.26805 42.09139)
05-GLED-0.5,Glendening Creek,off presho school rd.,Lindley,Steuben,8,5,42.08022,-77.15833,2050104,2017,POINT (-77.15833 42.08022)
12-BALU-0.1,Ballou Creek,downstream of cso outlet.,Utica,Oneida,6,12,43.10139,-75.20084,2020004,2016,POINT (-75.20084 43.10139)
