State FIPS,County FIPS,County Name,Industry,Industry Title,Year,Reporting Units,Average Employment,Average Annual Wages,Total Wages,Average Weekly Wages
36,007,Broome,01,"Agriculture, Mining & Unclassified",1998,88,364,17851,6499366,343.29
36,007,Broome,03,Construction,1998,366,3367,32520,109508601,625.39
36,007,Broome,04,Manufacturing,1998,255,19673,38907,765436718,748.21
36,007,Broome,05,Transportation & Public Utilities,1998,169,4929,41670,205380809,801.35
36,007,Broome,06,Wholesale Trade,1998,319,4383,31099,136291747,598.06
36,007,Broome,07,Retail Trade,1998,1125,17716,13794,244374361,265.27
36,007,Broome,08,"Finance,  Insurance & Real Estate",1998,355,3534,33590,118705816,645.97
36,007,Broome,09,Services,1998,1663,37287,25565,953225999,491.63
36,007,Broome,10,Public Administration,1998,58,5902,30684,181111396,590.08
36,007,Broome,00,All Industries,1997,4360,95633,27292,2609954412,524.84
36,007,Broome,01,"Agriculture, Mining & Unclassified",1997,80,402,20632,8302657,396.77
36,007,Broome,03,Construction,1997,374,3343,32004,106977141,615.47
36,007,Broome,04,Manufacturing,1997,253,19723,36553,720939053,702.94
36,007,Broome,05,Transportation & Public Utilities,1997,166,4872,40895,199238975,786.45
36,007,Broome,06,Wholesale Trade,1997,325,4270,29293,125073666,563.33
36,007,Broome,07,Retail Trade,1997,1148,17077,13063,223064899,251.20
36,007,Broome,08,"Finance,  Insurance & Real Estate",1997,341,3513,30971,108795688,595.59
36,007,Broome,09,Services,1997,1616,36797,25987,956236140,499.74
36,007,Broome,10,Public Administration,1997,57,5636,28625,161326193,550.48
36,007,Broome,00,All Industries,1996,4424,94023,26445,2486454623,508.56
36,007,Broome,01,"Agriculture, Mining & Unclassified",1996,78,392,19970,7823327,384.04
36,007,Broome,03,Construction,1996,402,3220,30902,99511013,594.26
36,007,Broome,04,Manufacturing,1996,253,19866,35395,703132412,680.66
36,007,Broome,05,Transportation & Public Utilities,1996,174,4897,39290,192395568,755.57
36,007,Broome,06,Wholesale Trade,1996,323,4255,28952,123200858,556.76
36,007,Broome,07,Retail Trade,1996,1174,16496,12444,205286766,239.31
36,007,Broome,08,"Finance,  Insurance & Real Estate",1996,352,3594,29523,106104560,567.74
36,007,Broome,09,Services,1996,1611,35680,25133,896716404,483.32
36,007,Broome,10,Public Administration,1996,57,5623,27083,152283715,520.84
36,007,Broome,00,All Industries,1995,4431,95806,25513,2444323911,490.64
36,007,Broome,01,"Agriculture, Mining & Unclassified",1995,73,393,19084,7506218,366.99
36,007,Broome,03,Construction,1995,418,3474,29426,102212517,565.89
36,007,Broome,04,Manufacturing,1995,248,20712,34717,719040461,667.63
36,007,Broome,05,Transportation & Public Utilities,1995,165,4734,37243,176295513,716.21
36,007,Broome,06,Wholesale Trade,1995,331,4439,28282,125554707,543.89
36,007,Broome,07,Retail Trade,1995,1212,16922,12088,204551660,232.46
36,007,Broome,08,"Finance,  Insurance & Real Estate",1995,349,3694,27661,102167651,531.94
36,007,Broome,09,Services,1995,1578,35808,24023,860228904,461.98
36,007,Broome,10,Public Administration,1995,57,5632,26062,146766280,501.19
36,007,Broome,00,All Industries,1994,4478,97269,25248,2455899591,485.55
36,007,Broome,01,"Agriculture, Mining & Unclassified",1994,76,399,21642,8624342,416.19
36,007,Broome,03,Construction,1994,453,3597,28523,102588618,548.52
36,007,Broome,04,Manufacturing,1994,241,20754,35545,737705832,683.55
36,007,Broome,05,Transportation & Public Utilities,1994,163,4669,37354,174406737,718.34
36,007,Broome,06,Wholesale Trade,1994,336,4231,26870,113674809,516.73
36,007,Broome,07,Retail Trade,1994,1254,17896,11778,210786301,226.50
36,007,Broome,08,"Finance,  Insurance & Real Estate",1994,339,3735,26391,98556754,507.52
36,007,Broome,09,Services,1994,1558,36476,23788,867665657,457.45
36,007,Broome,10,Public Administration,1994,58,5514,25734,141890541,494.89
36,007,Broome,00,All Industries,1993,4436,98183,25165,2470787649,483.95
36,007,Broome,01,"Agriculture, Mining & Unclassified",1993,65,412,19263,7941333,370.45
36,007,Broome,03,Construction,1993,466,3612,26885,97097885,517.01
36,007,Broome,04,Manufacturing,1993,241,22375,37061,829222837,712.70
36,007,Broome,05,Transportation & Public Utilities,1993,158,4736,35901,170023104,690.41
36,007,Broome,06,Wholesale Trade,1993,329,4095,26955,110373436,518.36
36,007,Broome,07,Retail Trade,1993,1270,17933,11701,209838175,225.02
36,007,Broome,08,"Finance,  Insurance & Real Estate",1993,340,3844,26020,100029406,500.38
36,007,Broome,09,Services,1993,1509,35581,22766,810027496,437.80
36,007,Broome,10,Public Administration,1993,58,5595,24351,136233977,468.29
36,007,Broome,00,All Industries,1992,4410,100485,24844,2496484827,477.78
36,007,Broome,01,"Agriculture, Mining & Unclassified",1992,64,428,21683,9278500,416.98
36,007,Broome,03,Construction,1992,477,3940,27792,109513017,534.47
36,007,Broome,04,Manufacturing,1992,245,25195,35438,892859674,681.51
36,007,Broome,05,Transportation & Public Utilities,1992,153,4594,34982,160723164,672.74
36,007,Broome,06,Wholesale Trade,1992,319,4258,27353,116464144,526.02
36,007,Broome,07,Retail Trade,1992,1250,17894,11754,210318677,226.04
36,007,Broome,08,"Finance,  Insurance & Real Estate",1992,346,3768,25049,94394239,481.71
36,007,Broome,09,Services,1992,1498,34998,22074,772535140,424.49
36,007,Broome,10,Public Administration,1992,58,5410,24104,130398272,463.54
36,007,Broome,00,All Industries,1991,4375,100502,24200,2432133808,465.38
36,007,Broome,01,"Agriculture, Mining & Unclassified",1991,63,409,20047,8188999,385.51
36,007,Broome,03,Construction,1991,484,4040,26685,107807653,513.16
36,007,Broome,04,Manufacturing,1991,252,26852,34676,931113375,666.85
36,007,Broome,05,Transportation & Public Utilities,1991,146,4467,32842,146716433,631.58
36,007,Broome,06,Wholesale Trade,1991,316,4265,27090,115530219,520.96
36,007,Broome,07,Retail Trade,1991,1238,17611,11348,199837648,218.22
36,007,Broome,08,"Finance,  Insurance & Real Estate",1991,330,3818,23486,89680608,451.66
36,007,Broome,09,Services,1991,1488,33664,21037,708194445,404.57
36,007,Broome,10,Public Administration,1991,58,5378,23257,125064428,447.24
36,007,Broome,00,All Industries,1990,4289,103235,23115,2386254503,444.51
36,007,Broome,01,"Agriculture, Mining & Unclassified",1990,80,396,19156,7590532,368.38
36,007,Broome,03,Construction,1990,512,4416,25830,114074657,496.73
36,007,Broome,04,Manufacturing,1990,243,28438,32681,929383975,628.48
36,007,Broome,05,Transportation & Public Utilities,1990,148,4565,31390,143293163,603.64
36,007,Broome,06,Wholesale Trade,1990,300,4294,26636,114365825,512.23
36,007,Broome,07,Retail Trade,1990,1195,18561,10785,200175332,207.40
36,007,Broome,08,"Finance,  Insurance & Real Estate",1990,304,3852,22917,88282058,440.70
36,007,Broome,09,Services,1990,1449,33274,20111,669155836,386.74
36,007,Broome,10,Public Administration,1990,58,5439,22049,119933125,424.02
36,007,Broome,00,All Industries,1989,4225,104363,22094,2305826261,424.89
36,007,Broome,01,"Agriculture, Mining & Unclassified",1989,71,458,17757,8138810,341.49
36,007,Broome,03,Construction,1989,499,4704,25195,118516821,484.53
36,007,Broome,04,Manufacturing,1989,235,29737,31215,928238859,600.29
36,007,Broome,05,Transportation & Public Utilities,1989,146,4659,29378,136868705,564.96
36,007,Broome,06,Wholesale Trade,1989,288,4363,25694,112092816,494.12
36,007,Broome,07,Retail Trade,1989,1187,19125,10285,196695954,197.78
36,007,Broome,08,"Finance,  Insurance & Real Estate",1989,304,3819,21711,82901846,417.51
36,007,Broome,09,Services,1989,1437,32026,18955,607071892,364.53
36,007,Broome,10,Public Administration,1989,58,5472,21071,115300558,405.21
36,007,Broome,00,All Industries,1988,4140,105645,20823,2199811917,400.44
36,007,Broome,01,"Agriculture, Mining & Unclassified",1988,72,459,18320,8413525,352.31
36,007,Broome,03,Construction,1988,491,4950,24359,120574108,468.44
36,007,Broome,04,Manufacturing,1988,228,31139,28683,893163733,551.60
36,007,Broome,05,Transportation & Public Utilities,1988,144,4655,28349,131963451,545.18
36,007,Broome,06,Wholesale Trade,1988,289,4621,24129,111489909,464.01
36,007,Broome,07,Retail Trade,1988,1169,19577,9707,190029962,186.67
36,007,Broome,08,"Finance,  Insurance & Real Estate",1988,319,3888,20092,78116297,386.39
36,007,Broome,09,Services,1988,1375,30816,18047,556130258,347.05
36,007,Broome,10,Public Administration,1988,53,5540,19845,109930674,381.63
36,007,Broome,00,All Industries,1987,4067,102394,20101,2058266855,386.57
36,007,Broome,01,"Agriculture, Mining & Unclassified",1987,62,402,16632,6687612,319.85
36,007,Broome,03,Construction,1987,470,4593,23208,106581038,446.30
36,007,Broome,04,Manufacturing,1987,229,30195,28005,845607298,538.56
36,007,Broome,05,Transportation & Public Utilities,1987,133,4653,27133,126241806,521.78
36,007,Broome,06,Wholesale Trade,1987,286,5271,22484,118502706,432.39
36,007,Broome,07,Retail Trade,1987,1177,18759,9174,172096852,176.42
36,007,Broome,08,"Finance,  Insurance & Real Estate",1987,319,3752,19634,73671526,377.58
36,007,Broome,09,Services,1987,1336,29325,17343,508576987,333.51
36,007,Broome,10,Public Administration,1987,55,5445,18420,100301030,354.23
36,007,Broome,00,All Industries,1986,4059,101161,19242,1946539839,370.04
36,007,Broome,01,"Agriculture, Mining & Unclassified",1986,52,347,17103,5926284,328.91
36,007,Broome,03,Construction,1986,482,4734,22379,105931863,430.36
36,007,Broome,04,Manufacturing,1986,227,30401,26971,819950702,518.67
36,007,Broome,05,Transportation & Public Utilities,1986,130,4475,26434,118286130,508.34
36,007,Broome,06,Wholesale Trade,1986,289,5241,21533,112854560,414.09
36,007,Broome,07,Retail Trade,1986,1175,18294,8807,161121947,169.37
36,007,Broome,08,"Finance,  Insurance & Real Estate",1986,319,3598,18706,67304098,359.72
36,007,Broome,09,Services,1986,1331,28669,16043,459917510,308.51
36,007,Broome,10,Public Administration,1986,54,5403,17630,95246745,339.03
36,007,Broome,00,All Industries,1985,3969,101733,18574,1889585119,357.19
36,007,Broome,01,"Agriculture, Mining & Unclassified",1985,54,395,15443,6096095,296.98
36,007,Broome,03,Construction,1985,452,4619,22315,103078491,429.13
36,007,Broome,04,Manufacturing,1985,229,32271,25241,814549843,485.40
36,007,Broome,05,Transportation & Public Utilities,1985,135,4448,25940,115390265,498.85
36,007,Broome,06,Wholesale Trade,1985,292,5391,20457,110284017,393.40
36,007,Broome,07,Retail Trade,1985,1148,17219,8679,149444358,166.91
36,007,Broome,08,"Finance,  Insurance & Real Estate",1985,308,3557,17663,62829718,339.67
36,007,Broome,09,Services,1985,1297,28417,15425,438327800,296.63
36,007,Broome,10,Public Administration,1985,54,5415,16544,89584532,318.16
36,007,Broome,00,All Industries,1984,3828,99417,17901,1779627010,344.24
36,007,Broome,01,"Agriculture, Mining & Unclassified",1984,62,398,14310,5689419,275.19
36,007,Broome,03,Construction,1984,403,4086,21755,88884062,418.37
36,007,Broome,04,Manufacturing,1984,221,33792,23755,802741510,456.84
36,007,Broome,05,Transportation & Public Utilities,1984,132,4309,25004,107742607,480.85
36,007,Broome,06,Wholesale Trade,1984,285,4093,20380,83409954,391.91
36,007,Broome,07,Retail Trade,1984,1116,15746,8695,136914127,167.21
36,007,Broome,08,"Finance,  Insurance & Real Estate",1984,300,3405,16204,55168835,311.62
36,007,Broome,09,Services,1984,1254,28194,14559,410483542,279.98
36,007,Broome,10,Public Administration,1984,55,5395,16423,88592954,315.82
36,007,Broome,00,All Industries,1983,3766,93950,17035,1600469318,327.60
36,007,Broome,01,"Agriculture, Mining & Unclassified",1983,54,367,13421,4930958,258.09
36,007,Broome,03,Construction,1983,395,3615,20995,75902674,403.74
36,007,Broome,04,Manufacturing,1983,226,31702,22593,716246738,434.49
36,007,Broome,05,Transportation & Public Utilities,1983,129,4236,24393,103330124,469.09
36,007,Broome,06,Wholesale Trade,1983,296,4024,19478,78372809,374.57
36,007,Broome,07,Retail Trade,1983,1118,14343,8516,122143523,163.77
36,007,Broome,08,"Finance,  Insurance & Real Estate",1983,283,3314,15336,50824264,294.93
36,007,Broome,09,Services,1983,1208,26947,13610,366740786,261.73
36,007,Broome,10,Public Administration,1983,57,5403,15174,81977442,291.81
36,007,Broome,00,All Industries,1982,3714,93928,16070,1509392799,309.03
36,007,Broome,01,"Agriculture, Mining & Unclassified",1982,50,402,12642,5085305,243.12
36,007,Broome,03,Construction,1982,388,3503,20219,70825819,388.83
36,007,Broome,04,Manufacturing,1982,219,32806,20969,687895134,403.24
36,007,Broome,05,Transportation & Public Utilities,1982,130,4411,23748,104739846,456.69
36,007,Broome,06,Wholesale Trade,1982,295,3842,18525,71173375,356.25
36,007,Broome,07,Retail Trade,1982,1106,13979,8084,113004377,155.46
36,007,Broome,08,"Finance,  Insurance & Real Estate",1982,286,3478,13834,48115200,266.04
36,007,Broome,09,Services,1982,1185,26051,12961,337652639,249.25
36,007,Broome,10,Public Administration,1982,55,5456,12994,70901104,249.89
36,007,Broome,00,All Industries,1981,3768,94152,14809,1394304662,284.79
36,007,Broome,01,"Agriculture, Mining & Unclassified",1981,50,298,11360,3386137,218.46
36,007,Broome,03,Construction,1981,410,3279,18688,61277971,359.38
36,007,Broome,04,Manufacturing,1981,217,32952,19280,635319276,370.77
36,007,Broome,05,Transportation & Public Utilities,1981,127,4562,20794,94853443,399.88
36,007,Broome,06,Wholesale Trade,1981,292,3911,17127,66976045,329.37
36,007,Broome,07,Retail Trade,1981,1124,14195,7689,109145413,147.86
36,007,Broome,08,"Finance,  Insurance & Real Estate",1981,285,3515,12845,45145650,247.01
36,007,Broome,09,Services,1981,1205,25930,11999,311145033,230.76
36,007,Broome,10,Public Administration,1981,58,5510,12169,67055694,234.02
36,007,Broome,00,All Industries,1980,3887,93642,13564,1270208602,260.85
36,007,Broome,01,"Agriculture, Mining & Unclassified",1980,52,304,11844,3603413,227.76
36,007,Broome,03,Construction,1980,444,3500,17587,61561119,338.21
36,007,Broome,04,Manufacturing,1980,229,31769,17640,560389032,339.22
36,007,Broome,05,Transportation & Public Utilities,1980,139,4518,19060,86120043,366.53
36,007,Broome,06,Wholesale Trade,1980,289,3824,15967,61063773,307.05
36,007,Broome,07,Retail Trade,1980,1177,14451,7274,105118357,139.89
36,007,Broome,08,"Finance,  Insurance & Real Estate",1980,289,3509,11900,41760003,228.84
36,007,Broome,09,Services,1980,1203,25765,11040,284457833,212.32
36,007,Broome,10,Public Administration,1980,65,6001,11021,66135029,211.94
36,007,Broome,00,All Industries,1979,3867,94427,12447,1175357073,239.37
36,007,Broome,01,"Agriculture, Mining & Unclassified",1979,60,309,10180,3146392,195.76
36,007,Broome,03,Construction,1979,445,3537,15785,55833989,303.56
36,007,Broome,04,Manufacturing,1979,224,32707,15872,519136415,305.24
36,007,Broome,05,Transportation & Public Utilities,1979,135,4572,17575,80347857,337.99
36,007,Broome,06,Wholesale Trade,1979,280,3826,14326,54807842,275.49
36,007,Broome,07,Retail Trade,1979,1182,14553,7054,102660571,135.66
36,007,Broome,08,"Finance,  Insurance & Real Estate",1979,275,3372,10899,36754683,209.60
36,007,Broome,09,Services,1979,1207,25069,10236,256615163,196.85
36,007,Broome,10,Public Administration,1979,59,6481,10192,66054161,195.99
36,007,Broome,00,All Industries,1978,3890,91912,11650,1070819317,224.05
36,007,Broome,01,"Agriculture, Mining & Unclassified",1978,41,250,9832,2456422,189.08
36,007,Broome,03,Construction,1978,449,3616,14914,53923286,286.82
36,007,Broome,04,Manufacturing,1978,239,32073,14668,470447538,282.08
36,007,Broome,05,Transportation & Public Utilities,1978,136,4440,17036,75640917,327.61
36,007,Broome,06,Wholesale Trade,1978,278,3802,13395,50930575,257.59
36,007,Broome,07,Retail Trade,1978,1193,14734,6509,95899004,125.17
36,007,Broome,08,"Finance,  Insurance & Real Estate",1978,270,3132,10267,32159414,197.44
36,007,Broome,09,Services,1978,1226,24231,9528,230868950,183.23
36,007,Broome,10,Public Administration,1978,58,5635,10381,58493211,199.63
36,007,Broome,00,All Industries,1977,3715,76869,11134,855880040,214.12
36,007,Broome,01,"Agriculture, Mining & Unclassified",1977,33,232,9326,2159667,179.34
36,007,Broome,03,Construction,1977,419,3301,14003,46226382,269.30
36,007,Broome,04,Manufacturing,1977,230,30875,13710,423304173,263.66
36,007,Broome,05,Transportation & Public Utilities,1977,140,4401,15401,67772585,296.17
36,007,Broome,06,Wholesale Trade,1977,279,3551,12693,45071167,244.09
36,007,Broome,07,Retail Trade,1977,1176,14036,6215,87238874,119.52
36,007,Broome,08,"Finance,  Insurance & Real Estate",1977,270,3075,9636,29628623,185.30
36,007,Broome,09,Services,1977,1148,16165,8592,138880004,165.22
36,007,Broome,10,Public Administration,1977,20,1233,12649,15598565,243.25
36,007,Broome,00,All Industries,1976,3672,74000,10469,774672539,201.32
36,007,Broome,01,"Agriculture, Mining & Unclassified",1976,39,211,9151,1929283,175.98
36,007,Broome,03,Construction,1976,400,3338,13393,44700525,257.57
36,007,Broome,04,Manufacturing,1976,223,30074,12700,381947944,244.24
36,007,Broome,05,Transportation & Public Utilities,1976,143,4041,13821,55851369,265.79
36,007,Broome,06,Wholesale Trade,1976,276,3375,11947,40315894,229.74
36,007,Broome,07,Retail Trade,1976,1164,13570,6047,82060198,116.29
36,007,Broome,08,"Finance,  Insurance & Real Estate",1976,274,3034,9407,28538427,180.91
36,007,Broome,09,Services,1976,1132,15100,8213,124016815,157.94
36,007,Broome,10,Public Administration,1976,21,1258,12169,15312084,234.03
36,007,Broome,00,All Industries,1975,3584,72730,9988,726452377,192.08
36,007,Broome,01,"Agriculture, Mining & Unclassified",1975,39,206,8842,1820021,170.04
36,007,Broome,03,Construction,1975,405,3738,13733,51340559,264.10
36,007,Broome,04,Manufacturing,1975,223,29512,11859,349971028,228.05
36,007,Broome,05,Transportation & Public Utilities,1975,144,4194,12746,53453852,245.11
36,007,Broome,06,Wholesale Trade,1975,274,3375,11137,37580397,214.17
36,007,Broome,07,Retail Trade,1975,1127,12916,5727,73962407,110.13
36,007,Broome,08,"Finance,  Insurance & Real Estate",1975,264,3040,8797,26743248,169.17
36,007,Broome,09,Services,1975,1085,14375,8036,115516491,154.54
36,007,Broome,10,Public Administration,1975,23,1375,11685,16064374,224.72
36,009,Cattaraugus,00,All Industries,2000,1840,31806,25473,810181010,489.86
36,009,Cattaraugus,01,"Agriculture, Mining & Unclassified",2000,76,466,22750,10590223,437.50
36,009,Cattaraugus,03,Construction,2000,166,617,24771,15285764,476.37
36,009,Cattaraugus,04,Manufacturing,2000,130,6188,34054,210731078,654.89
36,009,Cattaraugus,05,Transportation & Public Utilities,2000,85,1693,44400,75154777,853.85
