Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,1,Capital Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9490,39196,36130,32134,42727
10,1,Capital Region,37-2012,Maids and Housekeeping Cleaners,2140,38036,34894,31754,41177
10,1,Capital Region,37-2021,Pest Control Workers,250,46916,44561,38342,51204
10,1,Capital Region,37-3011,Landscaping and Groundskeeping Workers,3310,42188,40116,34210,46176
10,1,Capital Region,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,52795,49587,36980,60702
10,1,Capital Region,37-3013,Tree Trimmers and Pruners,210,68392,72543,47127,79025
10,1,Capital Region,37-3019,"Grounds Maintenance Workers, All Other",,62791,54416,46052,71161
10,1,Capital Region,39-0000,Personal Care and Service Occupations,10080,41900,35803,31202,47249
10,1,Capital Region,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",130,52927,49825,37228,60775
10,1,Capital Region,39-1022,First-Line Supervisors of Personal Service Workers,410,54152,52494,37244,62607
10,1,Capital Region,39-2011,Animal Trainers,90,50243,38264,33106,58812
10,1,Capital Region,39-2021,Nonfarm Animal Caretakers,1120,37660,35587,31442,40770
10,1,Capital Region,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",240,34004,33598,31200,35706
10,1,Capital Region,39-3091,Amusement and Recreation Attendants,960,34441,31777,31200,36351
10,1,Capital Region,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",,34774,33997,31200,36928
10,1,Capital Region,39-4011,Embalmers,,63432,65249,47225,71535
10,1,Capital Region,39-4021,Funeral Attendants,100,39514,36454,33856,42342
10,1,Capital Region,39-4031,"Morticians, Undertakers, and Funeral Directors",100,61164,61827,36932,73280
10,1,Capital Region,39-5011,Barbers,80,43145,34978,31313,49062
10,1,Capital Region,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",940,42686,32467,31200,48692
10,1,Capital Region,39-5092,Manicurists and Pedicurists,640,33943,33375,31200,35693
10,1,Capital Region,39-5094,Skincare Specialists,230,54619,39342,31200,66442
10,1,Capital Region,39-6011,Baggage Porters and Bellhops,60,40648,35555,31200,45371
10,1,Capital Region,39-6012,Concierges,160,43316,40159,33275,48338
10,1,Capital Region,39-7010,Tour and Travel Guides,70,36332,34879,31200,39267
10,1,Capital Region,39-9011,Childcare Workers,2150,37156,35057,31616,39927
10,1,Capital Region,39-9031,Fitness Trainers and Aerobics Instructors,850,50775,40933,32212,60058
10,1,Capital Region,39-9032,Recreation Workers,840,41186,36286,31683,45937
10,1,Capital Region,39-9041,Residential Advisors,410,44756,45408,34761,49755
10,1,Capital Region,39-9099,"Personal Care and Service Workers, All Other",,66821,49741,37057,81703
10,1,Capital Region,41-0000,Sales and Related Occupations,43930,54554,37467,31890,65887
10,1,Capital Region,41-1011,First-Line Supervisors of Retail Sales Workers,3690,59150,51557,39469,68990
10,1,Capital Region,41-1012,First-Line Supervisors of Non-Retail Sales Workers,750,103867,90672,67014,122295
10,1,Capital Region,41-2011,Cashiers,11920,34026,32514,31200,35510
10,1,Capital Region,41-2021,Counter and Rental Clerks,1360,46184,39538,34179,52186
10,1,Capital Region,41-2022,Parts Salespersons,670,47608,44005,34955,53934
10,1,Capital Region,41-2031,Retail Salespersons,14300,40868,35390,31277,45663
10,1,Capital Region,41-3011,Advertising Sales Agents,370,90061,70012,47484,111350
10,1,Capital Region,41-3021,Insurance Sales Agents,1170,112635,80719,53219,142342
10,1,Capital Region,41-3031,"Securities, Commodities, and Financial Services Sales Agents",1080,110327,71704,49046,140967
10,1,Capital Region,41-3041,Travel Agents,60,49193,47326,38762,54409
10,1,Capital Region,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",3320,83610,69277,43625,103604
10,1,Capital Region,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",520,112000,100464,69421,133288
10,1,Capital Region,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3840,86629,75015,49077,105405
10,1,Capital Region,41-9011,Demonstrators and Product Promoters,130,43840,39089,38058,46730
10,1,Capital Region,41-9022,Real Estate Sales Agents,190,80694,67597,39905,101087
10,1,Capital Region,41-9031,Sales Engineers,170,113866,97867,71665,134966
10,1,Capital Region,41-9041,Telemarketers,50,42268,36046,33211,46796
10,1,Capital Region,41-9099,"Sales and Related Workers, All Other",210,39564,35540,32439,43128
10,1,Capital Region,43-0000,Office and Administrative Support Occupations,72070,51170,47364,36209,58650
10,1,Capital Region,43-1011,First-Line Supervisors of Office and Administrative Support Workers,4670,75026,68696,50553,87263
10,1,Capital Region,43-2011,"Switchboard Operators, Including Answering Service",170,39249,37051,33447,42150
10,1,Capital Region,43-2021,Telephone Operators,,41434,40482,36560,43872
10,1,Capital Region,43-3011,Bill and Account Collectors,300,52192,49422,38798,58890
10,1,Capital Region,43-3021,Billing and Posting Clerks,1760,49033,47519,38931,54083
10,1,Capital Region,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",5510,53272,50150,39402,60208
10,1,Capital Region,43-3051,Payroll and Timekeeping Clerks,700,56132,55165,41474,63461
10,1,Capital Region,43-3061,Procurement Clerks,170,53529,50924,40795,59897
10,1,Capital Region,43-3071,Tellers,1290,39277,38268,35443,41194
10,1,Capital Region,43-3099,"Financial Clerks, All Other",190,43402,42091,34632,47787
10,1,Capital Region,43-4011,Brokerage Clerks,200,59559,60728,44013,67332
10,1,Capital Region,43-4021,Correspondence Clerks,,49454,49886,40786,53787
10,1,Capital Region,43-4031,"Court, Municipal, and License Clerks",1150,51428,46876,38469,57906
10,1,Capital Region,43-4041,"Credit Authorizers, Checkers, and Clerks",,53003,54012,38386,60313
10,1,Capital Region,43-4051,Customer Service Representatives,10810,47080,43339,35343,52950
10,1,Capital Region,43-4061,"Eligibility Interviewers, Government Programs",510,57604,56317,47347,62733
10,1,Capital Region,43-4071,File Clerks,290,40220,37648,31200,44810
10,1,Capital Region,43-4081,"Hotel, Motel, and Resort Desk Clerks",880,36911,35642,31853,39440
10,1,Capital Region,43-4111,"Interviewers, Except Eligibility and Loan",580,43542,40802,36948,46838
10,1,Capital Region,43-4121,"Library Assistants, Clerical",590,38074,35875,31209,41507
10,1,Capital Region,43-4131,Loan Interviewers and Clerks,470,50965,48996,40379,56259
10,1,Capital Region,43-4141,New Accounts Clerks,360,45797,44336,39303,49043
10,1,Capital Region,43-4151,Order Clerks,250,45478,44540,34992,50720
10,1,Capital Region,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",730,53686,53342,41810,59625
10,1,Capital Region,43-4171,Receptionists and Information Clerks,4360,39706,38622,33066,43027
10,1,Capital Region,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,200,48926,42049,34759,56010
10,1,Capital Region,43-4199,"Information and Record Clerks, All Other",330,47324,45510,39885,51044
10,1,Capital Region,43-5011,Cargo and Freight Agents,160,54170,54039,39182,61664
10,1,Capital Region,43-5021,Couriers and Messengers,260,39027,38633,32275,42404
10,1,Capital Region,43-5031,"Police, Fire, and Ambulance Dispatchers",410,56581,54822,44969,62387
10,1,Capital Region,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",470,49342,46017,33915,57056
10,1,Capital Region,43-5041,"Meter Readers, Utilities",,56926,48777,44393,63194
10,1,Capital Region,43-5051,Postal Service Clerks,380,59526,60401,45627,66475
10,1,Capital Region,43-5052,Postal Service Mail Carriers,1080,63605,62139,47050,71882
10,1,Capital Region,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",690,55861,54693,43353,62115
10,1,Capital Region,43-5061,"Production, Planning, and Expediting Clerks",2550,55351,51393,38144,63953
10,1,Capital Region,43-5071,"Shipping, Receiving, and Traffic Clerks",2100,46311,44085,35299,51818
10,1,Capital Region,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",110,49087,48148,37622,54820
10,1,Capital Region,43-6011,Executive Secretaries and Executive Administrative Assistants,3440,74721,69135,56578,83793
10,1,Capital Region,43-6012,Legal Secretaries,530,57215,54557,38066,66789
10,1,Capital Region,43-6013,Medical Secretaries,2000,44037,41571,36855,47628
10,1,Capital Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",9410,49540,48567,37381,55619
10,1,Capital Region,43-9021,Data Entry Keyers,500,42286,39152,31264,47797
10,1,Capital Region,43-9022,Word Processors and Typists,1060,44085,42639,34930,48663
10,1,Capital Region,43-9041,Insurance Claims and Policy Processing Clerks,750,54507,49943,43726,59897
10,1,Capital Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",580,41578,41309,32616,46058
10,1,Capital Region,43-9061,"Office Clerks, General",8490,46440,43646,34170,52576
10,1,Capital Region,43-9071,"Office Machine Operators, Except Computer",150,40236,39350,32538,44086
10,1,Capital Region,43-9081,Proofreaders and Copy Markers,,47821,43472,36401,53530
10,1,Capital Region,43-9111,Statistical Assistants,70,56598,54815,39753,65021
10,1,Capital Region,43-9199,"Office and Administrative Support Workers, All Other",190,49042,49420,41164,52981
10,1,Capital Region,45-0000,"Farming, Fishing, and Forestry Occupations",440,43726,37933,31789,49696
10,1,Capital Region,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,57010,51533,36424,67304
10,1,Capital Region,45-2011,Agricultural Inspectors,,79551,79924,55249,91703
10,1,Capital Region,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",280,37655,36222,31201,40882
10,1,Capital Region,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,37097,35941,32560,39366
10,1,Capital Region,45-4022,Logging Equipment Operators,60,49479,50596,33138,57651
10,1,Capital Region,47-0000,Construction and Extraction Occupations,20240,66803,60394,43448,78481
10,1,Capital Region,47-1011,Supervisors of Construction and Extraction Workers,2190,86340,82630,55326,101847
10,1,Capital Region,47-2011,Boilermakers,,79733,87253,63622,87787
10,1,Capital Region,47-2021,Brickmasons and Blockmasons,150,70422,67338,52839,79213
10,1,Capital Region,47-2022,Stonemasons,,70971,59612,48754,82078
10,1,Capital Region,47-2031,Carpenters,2440,61350,59603,44176,69936
10,1,Capital Region,47-2041,Carpet Installers,,52757,50631,40878,58695
10,1,Capital Region,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",,58463,51356,43878,65755
10,1,Capital Region,47-2043,Floor Sanders and Finishers,,55602,45524,39983,63411
10,1,Capital Region,47-2044,Tile and Marble Setters,180,63574,58599,41610,74557
10,1,Capital Region,47-2051,Cement Masons and Concrete Finishers,420,63819,61322,43059,74199
10,1,Capital Region,47-2061,Construction Laborers,3250,57007,52186,40036,65494
10,1,Capital Region,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",240,53315,49611,40914,59514
10,1,Capital Region,47-2073,Operating Engineers and Other Construction Equipment Operators,1420,76229,65439,49627,89529
10,1,Capital Region,47-2081,Drywall and Ceiling Tile Installers,210,57149,52545,41229,65109
10,1,Capital Region,47-2082,Tapers,,61934,63712,47646,69078
10,1,Capital Region,47-2111,Electricians,2080,76220,73360,47898,90381
10,1,Capital Region,47-2121,Glaziers,90,64786,62653,41570,76393
10,1,Capital Region,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",230,59246,55488,37186,70276
10,1,Capital Region,47-2132,"Insulation Workers, Mechanical",80,72761,70432,51125,83580
10,1,Capital Region,47-2141,"Painters, Construction and Maintenance",580,53869,50156,38033,61786
10,1,Capital Region,47-2151,Pipelayers,,73740,80824,61492,79864
10,1,Capital Region,47-2152,"Plumbers, Pipefitters, and Steamfitters",1550,77810,74565,48301,92564
10,1,Capital Region,47-2171,Reinforcing Iron and Rebar Workers,50,79849,75371,56764,91391
10,1,Capital Region,47-2181,Roofers,490,70334,71977,44401,83300
10,1,Capital Region,47-2211,Sheet Metal Workers,300,72989,69859,47658,85654
10,1,Capital Region,47-2221,Structural Iron and Steel Workers,230,81917,73745,57163,94295
10,1,Capital Region,47-3012,Helpers--Carpenters,80,41347,41419,35640,44200
10,1,Capital Region,47-3013,Helpers--Electricians,110,42542,39145,36687,45471
10,1,Capital Region,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",100,39934,36947,33826,42988
10,1,Capital Region,47-3019,"Helpers, Construction Trades, All Other",70,46261,42683,36641,51072
10,1,Capital Region,47-4011,Construction and Building Inspectors,620,71068,65567,48687,82258
10,1,Capital Region,47-4021,Elevator Installers and Repairers,140,99231,99651,69358,114168
10,1,Capital Region,47-4031,Fence Erectors,100,42657,40192,35231,46372
10,1,Capital Region,47-4041,Hazardous Materials Removal Workers,330,60638,59463,45267,68324
10,1,Capital Region,47-4051,Highway Maintenance Workers,1680,50965,49872,43847,54524
10,1,Capital Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,160,49570,48096,36936,55887
10,1,Capital Region,47-4090,Miscellaneous Construction and Related Workers,50,45175,46020,33781,50872
10,1,Capital Region,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",160,58554,49691,44457,65602
10,1,Capital Region,47-5023,"Earth Drillers, Except Oil and Gas",,76417,64017,47778,90737
10,1,Capital Region,49-0000,"Installation, Maintenance, and Repair Occupations",20490,61385,55131,40084,72035
10,1,Capital Region,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1850,82719,79023,54553,96801
10,1,Capital Region,49-2011,"Computer, Automated Teller, and Office Machine Repairers",320,54068,49994,38474,61865
10,1,Capital Region,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",,66768,63774,50048,75129
10,1,Capital Region,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",670,64488,59989,37136,78165
10,1,Capital Region,49-2092,"Electric Motor, Power Tool, and Related Repairers",,60722,61166,49707,66230
10,1,Capital Region,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",,54379,53949,42717,60210
10,1,Capital Region,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",150,69875,67117,54134,77745
10,1,Capital Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,90,53216,50240,39101,60274
10,1,Capital Region,49-2098,Security and Fire Alarm Systems Installers,220,60190,62147,44389,68091
10,1,Capital Region,49-3011,Aircraft Mechanics and Service Technicians,70,87144,81632,63471,98980
10,1,Capital Region,49-3021,Automotive Body and Related Repairers,460,52152,49352,38668,58894
10,1,Capital Region,49-3023,Automotive Service Technicians and Mechanics,2550,53513,51124,37651,61444
10,1,Capital Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,960,63124,62833,47068,71151
10,1,Capital Region,49-3041,Farm Equipment Mechanics and Service Technicians,50,53082,50742,42632,58307
10,1,Capital Region,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",430,69355,67399,51613,78226
10,1,Capital Region,49-3051,Motorboat Mechanics and Service Technicians,110,55525,51728,44178,61199
10,1,Capital Region,49-3052,Motorcycle Mechanics,70,50557,51789,37535,57068
10,1,Capital Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,160,48419,49458,37715,53771
10,1,Capital Region,49-3092,Recreational Vehicle Service Technicians,,51126,49977,43445,54966
