County,County MAPSYM,MAPSYM,MUKEY,Default Mineral Soil Group,Multiple MSG Flag,Flag - MSG Values,Flag - Fields,Capability Class (FM5 CAP),Soil Temp. Regime,Soil Modifier,Soil Slope,Soil Name,Drainage,Modifier,Texture,Flooding,Lime,Rotation,Corn Yield (ton/acre),Hay Yield (ton/acre),Change,TDN (ton/acre),Index (TDN)
Cayuga,NY011_AXB,AxB,289363,4,,,,2E,Mesic,Limestone Substratum,"""02-08""",AURORA,Moderately Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,5,14.25,3.015,,2.18,47.99
Cayuga,NY011_AYD,AyD,289364,7,,,,4E,Mesic,,"""12-18""",AURORA-FARMINGTON,Moderately Well Drained to Well Drained,Shale,Silty Loam,,Requires little lime in the crop rotation,0,0,1.92,,0.96,21.15
Cayuga,NY011_AYE,AyE,289365,8,,,,7E,Mesic,,"""18-40""",AURORA-FARMINGTON,Moderately Well Drained to Well Drained,Shale,Silty Loam,,Requires little lime in the crop rotation,0,0,0.96,,0.48,10.57
Cayuga,NY011_AZF,AzF,289366,9,,,,7E,Mesic,,"""20-70""",AURORA-FARMINGTON-BEN,,Very Rocky,Silty Loam,,Requires little lime in the crop rotation,,0,0,,0,0
Cayuga,NY011_BEB,BeB,289368,6,,,,3E,Mesic,,"""01-08""",BENSON,Excessively Drained,,,,Requires little lime in the crop rotation,5,10.5,1.95,,1.54,33.87
Cayuga,NY011_BEC,BeC,289369,7,,,,4E,Mesic,,"""08-14""",BENSON,Excessively Drained,,,,Requires little lime in the crop rotation,3,9,1.6,,1.1,24.23
Cayuga,NY011_BKD,BkD,289370,8,,,,6E,Mesic,,"""02-20""",BENSON,Excessively Drained,Very Rocky,,,Requires little lime in the crop rotation,3,9,0.96,,0.48,10.57
Cayuga,NY011_BLB,BlB,289371,5,,,,3W,Mesic,,"""02-06""",BROCKPORT-LOCKPORT,Somewhat Well-Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,12.75,2.64,,1.81,39.91
Cayuga,NY011_CAB,CaB,289372,3,,,,2E,Mesic,,"""02-06""",CAMILLUS,Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,16.72,3.35,,2.51,55.28
Cayuga,NY011_CAC3,CaC3,289373,5,,,,4E,Mesic,Eroded,"""06-12""",CAMILLUS,Well Drained,,Silty Loam,,Requires little lime in the crop rotation,3,13.5,2.31,,1.62,35.65
Cayuga,NY011_CEB,CeB,289374,3,,,,2E,Mesic,,"""02-08""",CAZENOVIA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,17.48,3.35,,2.59,56.95
Cayuga,NY011_CEC,CeC,289375,5,,,,3E,Mesic,,"""08-14""",CAZENOVIA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,2,15.75,2.64,,1.69,37.14
Cayuga,NY011_CEC3,CeC3,289376,6,,,,4E,Mesic,Eroded,"""05-14""",CAZENOVIA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,2,14.25,2.275,,1.48,32.6
Cayuga,NY011_CECK,CeCK,289377,5,,,,3E,Mesic,Rolling,"""08-14""",CAZENOVIA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,2,15.75,2.64,,1.69,37.14
Cayuga,NY011_CED,CeD,289378,6,,,,4E,Mesic,,"""12-20""",CAZENOVIA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,1,12.75,2.275,,1.28,28.17
Cayuga,NY011_CHE,ChE,289380,8,,,,7E,Mesic,,"""20-40""",CAZENOVIA-SCHOHARIE,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,0,0,0.96,,0.48,10.57
Cayuga,NY011_CLA,ClA,289381,2,,,,2W,Mesic,,"""00-02""",COLLAMER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,5,18.48,3.685,,2.77,61
Cayuga,NY011_CLB,ClB,289382,3,,,,2E,Mesic,,"""02-06""",COLLAMER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,18.24,3.685,,2.38,52.51
Cayuga,NY011_CMB,CmB,289383,4,,,,2S,Mesic,,"""01-06""",COLONIE,Well Drained to Excessively Well Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Cayuga,NY011_CMC,CmC,289384,6,,,,3E,Mesic,,"""06-12""",COLONIE,Well Drained to Excessively Well Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,4,12.75,1.95,,1.61,35.35
Cayuga,NY011_CNB,CnB,289385,4,,,,2S,Mesic,,"""01-06""",COLONIE,Well Drained to Excessively Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Cayuga,NY011_CPD,CpD,289386,7,,,,4E,Mesic,,"""12-22""",COLONIE-ARKPORT,Well Drained to Excessively Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,2,10.5,1.6,,1.06,23.35
Cayuga,NY011_CSA,CsA,289387,2,,,,2W,Mesic,,"""00-03""",CONESUS,Moderately Well-Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,6,17.71,3.35,,2.8,61.57
Cayuga,NY011_CSB,CsB,289388,3,,,,2E,Mesic,,"""03-08""",CONESUS,Moderately Well-Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,17.48,3.35,,2.59,56.95
Cayuga,NY011_DUB,DuB,289389,2,,,,2E,Mesic,,"""01-06""",DUNKIRK,Well Drained,,Silty Loam,,Requires lime additions within every rotation,5,18.48,3.685,,2.77,61
Cayuga,NY011_DUC3,DuC3,289390,5,,,,4E,Mesic,Eroded,"""06-12""",DUNKIRK,Well Drained,,Silty Loam,,Requires lime additions within every rotation,3,14.25,2.97,,1.89,41.73
Cayuga,NY011_DUD3,DuD3,289391,6,,,,6E,Mesic,Eroded,"""12-18""",DUNKIRK,Well Drained,,Silty Loam,,Requires lime additions within every rotation,1,12,2.275,,1.26,27.84
Cayuga,NY011_DVE,DvE,289392,8,,,,6E,Mesic,,"""18-35""",DUNKIRK,Well Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,0.96,,0.48,10.57
Cayuga,NY011_ED,Ed,289393,6,Yes,610,"Capability Class,Soil Modifier",4W,Mesic,Drained,"""00-03""",EDWARDS,Bog,,Muck,,Requires lime additions within every rotation,5,11.25,1.625,,1.53,33.73
Cayuga,NY011_EE,Ee,289394,2,Yes,235667,"Flooding,Capability Class,Drainage",2W,Mesic,,"""00-03""",EEL,Moderately Well-Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,6,18.48,3.35,,2.89,63.6
Cayuga,NY011_EH,Eh,289395,2,Yes,2356,"Flooding,Capability Class,Drainage",2W,Mesic,High Bottom,"""00-03""",EEL,Moderately Well-Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,6,18.48,3.35,,2.89,63.6
Cayuga,NY011_ELB,ElB,289396,7,,,,4W,Mesic,,"""03-08""",CHIPPEWA-ALDEN,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,9.75,1.6,,1.15,25.22
Cayuga,NY011_ERA,ErA,289397,6,,,,3W,Mesic,,"""00-03""",ERIE,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
Cayuga,NY011_ERB,ErB,289398,6,,,,3W,Mesic,,"""03-08""",ERIE,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
Cayuga,NY011_ESA,EsA,289399,7,,,,3W,Mesic,Moderately Shallow Variant,"""00-03""",ERIE,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Cayuga,NY011_ESB,EsB,289400,7,,,,3W,Mesic,Moderately Shallow Variant,"""03-08""",ERIE,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Cayuga,NY011_FAC,FaC,289401,7,,,,4E,Mesic,,"""01-12""",FARMINGTON,Well Drained to Excessively Well Drained,Shale,Silty Loam,,Requires little lime in the crop rotation,3,9,1.6,,1.1,24.23
Cayuga,NY011_FO,Fo,289402,7,,,,4W,Mesic,,"""00-03""",FONDA,Very Poorly Drained,Muck,Silty Loam,,Requires lime additions within every rotation,3,9,1.28,,0.99,21.76
Cayuga,NY011_FR,Fr,289403,6,,,,3W,Mesic,,"""00-03""",FREDON,Somewhat Poorly Drained to Poorly Drained,,,,Requires lime additions within every rotation,4,11.25,1.95,,1.49,32.71
Cayuga,NY011_FW,Fw,289404,10,,,,NA,,,,FRESH WATER MARSH,,,,,,0,0,0,,0,0
Cayuga,NY011_GAA,GaA,289405,2,,,,2W,Mesic,,"""00-02""",GALEN,Moderately Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,6,16.94,3.35,,2.7,59.53
Cayuga,NY011_GAB,GaB,289406,3,,,,2W,Mesic,,"""02-06""",GALEN,Moderately Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,16.72,3.35,,2.51,55.28
Cayuga,NY011_GN,Gn,289407,1,,,,1,Mesic,,"""00-03""",GENESEE,Well Drained,,Silty Loam,,Requires lime additions within every rotation,7,20.28,4.02,,3.44,75.82
Cayuga,NY011_GO,Go,289408,1,,,,1,Mesic,High Bottom,"""00-03""",GENESEE,Well Drained,,Silty Loam,,Requires lime additions within every rotation,7,20.28,4.02,,3.44,75.82
Cayuga,NY011_GV,Gv,289410,1,,,,1,Mesic,Alluvial Fan,"""00-08""",GENESEE,Well Drained,Gravelly,,,Requires lime additions within every rotation,7,20.28,4.02,,3.44,75.82
Cayuga,NY011_HLA,HlA,289411,2,,,,2W,Mesic,,"""00-03""",HILTON,Moderately Well-Drained,,,,Requires little lime in the crop rotation,6,18.48,3.685,,2.95,65.08
Cayuga,NY011_HLB,HlB,289412,2,,,,2E,Mesic,,"""03-08""",HILTON,Moderately Well-Drained,,,,Requires little lime in the crop rotation,5,18.48,3.685,,2.77,61
Cayuga,NY011_HNB,HnB,289413,2,,,,2E,Mesic,,"""03-08""",HONEOYE,Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,18.48,3.685,,2.77,61
Cayuga,NY011_HNC,HnC,289414,5,,,,3E,Mesic,,"""08-15""",HONEOYE,Well Drained,,Silty Loam,,Requires little lime in the crop rotation,2,15.75,2.97,,1.82,40.04
Cayuga,NY011_HSD,HsD,289417,5,,,,4E,Mesic,,"""14-20""",HONEOYE-LANSING,Well Drained,,,,Requires little lime in the crop rotation,2,14.25,2.64,,1.63,35.81
Cayuga,NY011_HWA,HwA,289418,2,,,,2S,Mesic,,"""00-03""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,,,Requires lime additions within every rotation,7,17.71,3.685,,3.03,66.79
Cayuga,NY011_HWB,HwB,289419,2,,,,2S,Mesic,,"""03-08""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,,,Requires lime additions within every rotation,6,16.94,3.685,,2.77,61.01
Cayuga,NY011_HWC,HwC,289420,5,,,,3E,Mesic,,"""08-15""",HOWARD,Well Drained to Excessively Well Drained,Gravelly,,,Requires lime additions within every rotation,3,13.5,2.97,,1.85,40.74
Cayuga,NY011_IRA,IrA,289421,4,,,,2W,Mesic,,"""00-03""",IRA,Moderately Well-Drained,Gravelly,,,Requires lime additions within every rotation,6,13.5,2.68,,2.16,47.49
Cayuga,NY011_IRB,IrB,289422,4,,,,2W,Mesic,,"""03-08""",IRA,Moderately Well-Drained,Gravelly,,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Cayuga,NY011_ISD,IsD,289423,8,,,,6S,Mesic,,"""02-20""",IRA-SODUS,Moderately Well Drained to Well Drained,Very Stoney,,,Requires lime additions within every rotation,,0,0,,0,0
Cayuga,NY011_KEB,KeB,289424,5,,,,3W,Mesic,,"""03-08""",KENDAIA,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Cayuga,NY011_KLA,KlA,289425,6,,,,3W,Mesic,,"""00-03""",KENDAIA-LYONS,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires little lime in the crop rotation,3,12,1.95,,1.4,30.89
Cayuga,NY011_LB,Lb,289426,9,,,,8W,,,,LAKE BEACHES,,,,,,0,0,0,,0,0
Cayuga,NY011_LC,Lc,289427,6,,,,4W,Mesic,,"""00-03""",LAKEMONT,Poorly Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,11.25,1.95,,1.36,29.9
Cayuga,NY011_LE,Le,289428,7,,,,4W,Mesic,,"""00-03""",LAMSON,Poorly Drained to Very Poorly Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,3,9.75,1.6,,1.15,25.22
Cayuga,NY011_LF,Lf,289429,7,,,,4W,Mesic,,"""00-03""",LAMSON,Poorly Drained to Very Poorly Drained,Muck,Fine Sandy Loam,,Requires lime additions within every rotation,3,9.75,1.6,,1.15,25.22
Cayuga,NY011_LGB,LgB,289430,3,,,,2W,Mesic,,"""02-08""",LANGFORD,Well Drained to Moderately Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,6,15.2,3.015,,2.43,53.46
Cayuga,NY011_LGC,LgC,289431,6,,,,3E,Mesic,,"""08-15""",LANGFORD,Well Drained to Moderately Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12.75,2.275,,1.56,34.39
Cayuga,NY011_LGCK,LgCK,289432,6,,,,3E,Mesic,Rolling,"""08-15""",LANGFORD,Well Drained to Moderately Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12.75,2.275,,1.56,34.39
Cayuga,NY011_LGD,LgD,289433,7,,,,4E,Mesic,,"""15-25""",LANGFORD,Well Drained to Moderately Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,11.25,1.92,,1.09,23.99
Cayuga,NY011_LHB,LhB,289434,3,,,,2W,Mesic,,"""02-08""",LANGFORD-HOWARD,Well Drained to Moderately Well Drained,Gravelly,,,Requires lime additions within every rotation,6,15.2,3.015,,2.43,53.46
Cayuga,NY011_LHC,LhC,289435,6,,,,3E,Mesic,,"""08-15""",LANGFORD-HOWARD,Well Drained to Moderately Well Drained,Gravelly,,,Requires lime additions within every rotation,3,12.75,2.275,,1.56,34.39
Cayuga,NY011_LHD,LhD,289436,7,,,,4E,Mesic,,"""15-25""",LANGFORD-HOWARD,Well Drained to Moderately Well Drained,Gravelly,,,Requires lime additions within every rotation,1,11.25,1.92,,1.09,23.99
Cayuga,NY011_LHE,LhE,289437,8,,,,7E,Mesic,,"""25-45""",LANGFORD-HOWARD,Well Drained to Moderately Well Drained,Gravelly,,,Requires lime additions within every rotation,0,0,0.96,,0.48,10.57
Cayuga,NY011_LNB,LnB,289438,4,,,,2W,Mesic,Moderately Shallow Variant,"""02-08""",LANGFORD,Well Drained to Moderately Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,6,13.5,2.68,,2.16,47.49
Cayuga,NY011_LSB,LsB,289439,2,,,,2E,Mesic,,"""03-08""",LANSING,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,18.48,3.685,,2.77,61
Cayuga,NY011_LSC,LsC,289440,5,,,,3E,Mesic,,"""08-15""",LANSING,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,2,15.75,2.97,,1.82,40.04
Cayuga,NY011_LTA,LtA,289443,2,,,,2W,Mesic,,"""00-03""",LIMA,Moderately Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,6,17.71,3.35,,2.8,61.57
Cayuga,NY011_LTB,LtB,289444,3,,,,2E,Mesic,,"""03-08""",LIMA,Moderately Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,5,17.48,3.35,,2.59,56.95
Cayuga,NY011_LWB,LwB,289445,4,,,,2E,Mesic,,"""02-08""",LORDSTOWN,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Cayuga,NY011_LWC,LwC,289446,6,,,,3E,Mesic,,"""08-15""",LORDSTOWN,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,2,12,1.95,,1.26,27.75
Cayuga,NY011_MA,Ma,289447,7,,,,4W,Mesic,,"""00-03""",MADALIN,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Cayuga,NY011_MB,Mb,289448,7,,,,4W,Mesic,Sandy Substratum,"""00-02""",MADALIN,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Cayuga,NY011_MC,Mc,289449,9,,,,8S,,Sanitary Landfill,,MADE LAND,,,,,,0,0,0,,0,0
Cayuga,NY011_MD,Md,289450,9,,,,8S,,Tillable,,MADE LAND,,,,,,0,0,0,,0,0
Cayuga,NY011_MF,Mf,289451,5,,,,3W,Mesic,,"""00-03""",MINOA,Somewhat Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,4,12.75,2.31,,1.71,37.73
Cayuga,NY011_MR,Mr,289452,6,Yes,610,"Capability Class,Soil Modifier",3W,Mesic,Drained,"""00-03""",MUCK-DEEP,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Cayuga,NY011_MS,Ms,289453,6,Yes,610,"Capability Class,Soil Modifier",4W,Mesic,Drained,"""00-03""",MUCK-SHALLOW,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Cayuga,NY011_NA,Na,289454,4,,,,3W,Mesic,,"""00-03""",NIAGARA,Somewhat Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,4,14.25,3.015,,2.04,45.03
Cayuga,NY011_NC,Nc,289455,6,,,,3W,Mesic,,"""00-02""",NIAGARA-CANANDAIGUA,Somewhat Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,12.75,2.275,,1.56,34.39
Cayuga,NY011_ODA,OdA,289456,5,,,,3W,Mesic,,"""00-03""",ODESSA,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Cayuga,NY011_ODB,OdB,289457,5,,,,3W,Mesic,,"""03-08""",ODESSA,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Cayuga,NY011_OFB,OfB,289458,2,,,,2E,Mesic,,"""02-08""",ONTARIO,Well Drained,,Fine Sandy Loam,,Requires little lime in the crop rotation,5,18.48,3.685,,2.77,61
Cayuga,NY011_OFC,OfC,289459,5,,,,3E,Mesic,,"""08-14""",ONTARIO,Well Drained,,Fine Sandy Loam,,Requires little lime in the crop rotation,2,15,2.97,,1.79,39.38
Cayuga,NY011_ONB,OnB,289461,2,,,,2E,Mesic,,"""02-08""",ONTARIO,Well Drained,,,,Requires little lime in the crop rotation,5,18.48,3.685,,2.77,61
Cayuga,NY011_ONC,OnC,289462,5,,,,3E,Mesic,,"""08-14""",ONTARIO,Well Drained,,,,Requires little lime in the crop rotation,2,15,2.97,,1.79,39.38
Cayuga,NY011_OND,OnD,289465,6,,,,4E,Mesic,,"""14-20""",ONTARIO,Well Drained,,,,Requires little lime in the crop rotation,1,12,2.6,,1.41,31.06
Cayuga,NY011_ORA,OrA,289467,2,,,,1,Mesic,Moderately Shallow Variant,"""00-03""",ONTARIO,Well Drained,,Silty Loam,,Requires little lime in the crop rotation,7,16.94,3.35,,2.87,63.31
Cayuga,NY011_ORB,OrB,289468,3,,,,2E,Mesic,Moderately Shallow Variant,"""03-08""",ONTARIO,Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,16.72,3.35,,2.51,55.28
Cayuga,NY011_ORC,OrC,289469,5,,,,3E,Mesic,Moderately Shallow Variant,"""08-14""",ONTARIO,Well Drained,,Silty Loam,,Requires little lime in the crop rotation,2,13.5,2.64,,1.6,35.15
Cayuga,NY011_OTE,OtE,289470,8,,,,6E,Mesic,,"""20-35""",ONTARIO-HONEOYE-LANSI,Well Drained,,Silty Loam,,Requires little lime in the crop rotation,0,0,1.2,,0.6,13.22
Cayuga,NY011_OTF,OtF,289471,9,,,,7E,Mesic,,"""35-50""",ONTARIO-HONEOYE-LANSI,Well Drained,,Silty Loam,,Requires little lime in the crop rotation,,0,0,,0,0
Cayuga,NY011_OVA,OvA,289472,5,,,,3W,Mesic,,"""00-02""",OVID,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Cayuga,NY011_OVB,OvB,289473,5,,,,3W,Mesic,,"""02-06""",OVID,Somewhat Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Cayuga,NY011_PAB,PaB,289474,2,,,,2E,Mesic,,"""03-08""",PALMYRA,Well Drained to Excessively Well Drained,Gravelly,Sandy Loam,,Requires little lime in the crop rotation,6,18.48,3.685,,2.95,65.08
Cayuga,NY011_PAC,PaC,289475,5,,,,3E,Mesic,,"""08-15""",PALMYRA,Well Drained to Excessively Well Drained,Gravelly,Sandy Loam,,Requires little lime in the crop rotation,2,16.5,2.97,,1.85,40.7
Cayuga,NY011_PGA,PgA,289476,1,,,,1,Mesic,,"""00-03""",PALMYRA,Well Drained to Excessively Well Drained,Gravelly,,,Requires little lime in the crop rotation,7,18.72,3.685,,3.17,69.9
Cayuga,NY011_PGB,PgB,289477,2,,,,2E,Mesic,,"""03-08""",PALMYRA,Well Drained to Excessively Well Drained,Gravelly,,,Requires little lime in the crop rotation,6,18.48,3.685,,2.95,65.08
Cayuga,NY011_PGC,PgC,289478,5,,,,3E,Mesic,,"""08-15""",PALMYRA,Well Drained to Excessively Well Drained,Gravelly,,,Requires little lime in the crop rotation,2,16.5,2.97,,1.85,40.7
Cayuga,NY011_PMD,PmD,289479,6,,,,4E,Mesic,,"""15-25""",PALMYRA,Well Drained to Excessively Well Drained,Gravelly,,,Requires little lime in the crop rotation,1,13.5,2.6,,1.44,31.72
Cayuga,NY011_PNE,PnE,289480,9,,,,7E,Mesic,,"""25-40""",PALMYRA-HOWARD-ALTON,Well Drained to Excessively Well Drained,Gravelly,,,Requires little lime in the crop rotation,,0,0,,0,0
Cayuga,NY011_PU,Pu,289481,6,Yes,610,Soil Modifier,7W,Mesic,Drained,"""00-03""",PEAT-MUCK,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Cayuga,NY011_PV,Pv,289482,2,,,,2W,Mesic,,"""00-03""",PHELPS,Moderately Well-Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,18.48,3.35,,2.69,59.15
Cayuga,NY011_RGB,RgB,289484,4,,,,2E,Mesic,,"""02-06""",RIGA-LAIRDSVILLE,Well Drained to Moderately Well Drained,,Silty Loam,,Requires lime additions within every rotation,5,15,3.015,,2.25,49.64
Cayuga,NY011_RLC3,RlC3,289485,6,,,,4E,Mesic,Eroded,"""06-12""",RIGA-LAIRDSVILLE,Well Drained to Moderately Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,12.75,2.275,,1.56,34.39
Cayuga,NY011_RO,Ro,289486,6,,,,4W,Mesic,,"""00-03""",ROMULUS,Poorly Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,10.5,1.95,,1.31,28.91
Cayuga,NY011_SEB,SeB,289487,3,,,,2E,Mesic,,"""02-06""",SCHOHARIE,Well Drained to Moderately Well Drained,,Silty Loam,,Requires lime additions within every rotation,4,17.48,3.35,,2.4,52.94
Cayuga,NY011_SHC,ShC,289488,4,,,,3E,Mesic,,"""06-12""",SCHOHARIE,Well Drained to Moderately Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,15,3.015,,1.96,43.07
Cayuga,NY011_SHD,ShD,289489,6,,,,4E,Mesic,,"""12-20""",SCHOHARIE,Well Drained to Moderately Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,1,11.25,2.275,,1.25,27.51
Cayuga,NY011_SK,Sk,289490,6,,,,3W,Mesic,,"""00-03""",SCRIBA,Somewhat Well-Drained,Gravelly,,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
Cayuga,NY011_SM,Sm,289491,8,,,,7S,Mesic,,"""00-03""",SCRIBA,Somewhat Well-Drained,Very Stoney,,,Requires lime additions within every rotation,3,12,1.44,,0.72,15.86
Cayuga,NY011_SN,Sn,289492,8,,,,3W,Mesic,,"""00-02""",SLOAN,Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,2,9,0.96,,0.48,10.57
Cayuga,NY011_SOB,SoB,289493,4,,,,2E,Mesic,,"""02-08""",SODUS,Well Drained,Gravelly,,,Requires lime additions within every rotation,5,15,3.015,,2.25,49.64
Cayuga,NY011_SOC,SoC,289494,6,,,,3E,Mesic,,"""08-14""",SODUS,Well Drained,Gravelly,,,Requires lime additions within every rotation,2,13.5,2.275,,1.45,31.94
Cayuga,NY011_SOC3,SoC3,289495,6,,,,4E,Mesic,Eroded,"""08-14""",SODUS,Well Drained,Gravelly,,,Requires lime additions within every rotation,2,12,1.95,,1.26,27.75
Cayuga,NY011_SOCK,SoCK,289496,6,,,,3E,Mesic,Rolling,"""08-14""",SODUS,Well Drained,Gravelly,,,Requires lime additions within every rotation,2,13.5,2.275,,1.45,31.94
